part_number,brand,family,known_chip_type,current_shown_type,confidence,fbga_code,dead_by_generation,source_url
K4B2G0846CHYH9,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,https://www.jotrin.com/product/parts/K4B2G0846C_HYH9.html
K4B2G0846F,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B2G0846FBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B2G0846QBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G0846Q-BY
K4B2G0846QBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G0846Q-BYK0
K4B2G0846QBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G0846Q-BYMA
K4B2G1646F,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B2G1646FBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B2G1646FBYNB,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B2G1646QBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G1646Q-BY
K4B2G1646QBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G1646Q-BYK0
K4B2G1646QBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G1646Q-BYMA
K4B4G0446QHY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0446Q-HY
K4B4G0446QHYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0446Q-HYK0
K4B4G0846D,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G0846DBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0846D-BY
K4B4G0846DBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0846D-BYK0
K4B4G0846DBYNB,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G0846EBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G0846EBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G0846QHY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0846Q-HY
K4B4G0846QHYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G0846Q-HYK0
K4B4G1646D,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G1646DBC,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646D-BC
K4B4G1646DBCMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646D-BCMA
K4B4G1646DBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646D-BY
K4B4G1646DBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646D-BYK0
K4B4G1646DBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646D-BYMA
K4B4G1646DBYNB,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G1646EBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G1646EBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G1646Q,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B4G1646QHY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646Q-HY
K4B4G1646QHYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B4G1646Q-HYK0
K4B8G0846DMYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646D,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646DMMK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646DMMMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646DMYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646DMYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B8G1646QMY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B8G1646Q-MY
K4B8G1646QMYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B8G1646Q-MYK0
K524G2GACB,Samsung,K5,MCP,NOR Flash,confirmed,,SIM,
K524G2GACH,Samsung,K5,MCP,NOR Flash,confirmed,,SIM,
K524G2GACI,Samsung,K5,MCP,NOR Flash,confirmed,,SIM,
K524G2GACJ,Samsung,K5,MCP,NOR Flash,confirmed,,SIM,
K5W1G12ACM,Samsung,K5W,NOR Flash,MCP,confirmed,,SIM,
KML7X000HM,Samsung,KML,uMCP,eMCP,confirmed,,SIM,
